Timestamp,MAC Address,Device Name,Vendor,Predicted OS,OS Confidence,Predicted Device Type,Uptime,Security,Distance,RTT (ms),RSSI (dBm),TX Power (dBm),Link Quality,LMP Version,LMP Subversion,Hardware Manufacturer,Baseband Features,Link Policy,Supervision Timeout,Clock Offset,AFH Map,AFH Mode,MTU Reliability,Permissions,Protocols,Services,DBus Battery,Class of Device,Modalias,SDP Handles,GATT UUIDs,Deep GATT Strings,Discrepancy Notes,Correct,LMP Features Raw,LMP Features (Notable),Chipset Vendor,Chipset Product ID,Chipset Model,Chipset Release Year,Estimated Min OS Hint,Inconsistency Flags,GATT Appearance Raw,GATT Appearance Category,Preferred Conn Interval Min (ms),Preferred Conn Interval Max (ms),Preferred Slave Latency,Preferred Supervision Timeout (ms),SDP Service Names (Raw),SDP Service Descriptions (Raw),SDP Extracted Hints,Confidence Score,Has Conflicting Signals,Evidence Chain Summary
2026-07-28 13:52:38,AC:80:FB:84:C7:D2,Galaxy Buds2 (C7D2),"Samsung Electronics Co.,Ltd",Android Android 15 (Vanilla Ice Cream),High,Smartphone,0.50 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.02ms | Avg: 3.92ms | Max: 4.79ms,-60,12,255,11,Hidden by Baseband (Modalias: bluetooth:v0075pA013d0001),"Bestechnic(Shanghai),Ltd (688)","0xbf 0xee 0xcd 0xfa 0xdb 0xbd 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),Unknown,0xfeffb9feffff06a0ff3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED,"RFCOMM"" (0x0003) | L2CAP"" (0x0100) | AVCTP"" (0x0017)",Advanced Audio | AVRCP Remote Control Target,N/A,0x240404,bluetooth:v0075pA013d0001,0x0 | 0x10000 | 0x10001 | 0x10002 | 0x10003,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28 13:57:44,AC:80:FB:84:C7:D2,Galaxy Buds2 (C7D2),"Samsung Electronics Co.,Ltd",Embedded Firmware (RTOS) Audio Sink Device (LMP 11),High (Name/Service Heuristic),Audio Peripheral / Headset,0.58 Hours,Legacy / Just-Works (Unsecured),Approx. 4 - 7 meters,Min: 4.94ms | Avg: 5.07ms | Max: 5.18ms,-69,12,255,11,Hidden by Baseband (Modalias: bluetooth:v0075pA013d0001),"Bestechnic(Shanghai),Ltd (688)","0xbf 0xee 0xcd 0xfa 0xdb 0xbd 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),Unknown,0xbe5fa1fcffff0e00fe3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED,"AVCTP"" (0x0017) | L2CAP"" (0x0100) | RFCOMM"" (0x0003)",Advanced Audio | AVRCP Remote Control Target,N/A,0x240404,bluetooth:v0075pA013d0001,0x0 | 0x10000 | 0x10001 | 0x10002 | 0x10003,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28 13:59:12,AC:80:FB:84:C7:D2,Galaxy Buds2 (C7D2),"Samsung Electronics Co.,Ltd",Embedded Firmware (RTOS) Audio Sink Device (LMP 11),High (Name/Service Heuristic),Audio Peripheral / Headset,0.61 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 4.25ms | Avg: 4.68ms | Max: 5.21ms,-61,12,255,11,Hidden by Baseband (Modalias: bluetooth:v0075pA013d0001),"Bestechnic(Shanghai),Ltd (688)","0xbf 0xee 0xcd 0xfa 0xdb 0xbd 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x1ff2,0xbe5f09fcff1f0000fe3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED,"AVCTP"" (0x0017) | RFCOMM"" (0x0003) | L2CAP"" (0x0100)",Advanced Audio | AVRCP Remote Control Target,N/A,0x240404,bluetooth:v0075pA013d0001,0x0 | 0x10000 | 0x10001 | 0x10002 | 0x10003,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28 14:02:58,80:CC:12:23:88:CF,HUAWEI WATCH FIT 3-8CF,"Huawei Device Co., Ltd.",Android Android 13 (Tiramisu),High,Smartphone,0.67 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.31ms | Avg: 4.09ms | Max: 4.75ms,-60,12,255,11,Hidden by Controller Security,"Bestechnic(Shanghai),Ltd (688)","0xbf 0xee 0xcd 0xfe 0xdb 0xfd 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x197e,0xfeff37fcffff86e0ff3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: GRANTED | Internet Tethering/Network Access: DENIED,"AVCTP"" (0x0017) | RFCOMM"" (0x0003) | L2CAP"" (0x0100)",HID Keyboard | A2DP SRC Service | Handsfree AG | Handsfree Unit | Serial Port | A/V Remote Control Target,N/A,0x280704,N/A,0x10000 | 0x10001 | 0x10002 | 0x10003 | 0x10005 | 0x10006,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28 14:05:23,80:CC:12:23:88:CF,HUAWEI WATCH FIT 3-8CF,"Huawei Device Co., Ltd.",Embedded Firmware (RTOS) Wearable Device (LMP 11),High (CoD Heuristic),Wearable (Smartwatch/Band),0.72 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 4.48ms | Avg: 4.8ms | Max: 5.13ms,-60,12,255,11,Hidden by Controller Security,"Bestechnic(Shanghai),Ltd (688)","0xbf 0xee 0xcd 0xfe 0xdb 0xfd 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x197f,0xfeff3ffcffff84e1ff3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: GRANTED | Internet Tethering/Network Access: DENIED,"L2CAP"" (0x0100) | RFCOMM"" (0x0003) | AVCTP"" (0x0017)",HID Keyboard | A2DP SRC Service | Handsfree AG | Handsfree Unit | Serial Port | A/V Remote Control Target,N/A,0x280704,N/A,0x10000 | 0x10001 | 0x10002 | 0x10003 | 0x10005 | 0x10006,0000180d-0000-1000-8000-00805f9b34fb | cc353442-be58-4ea2-876e-11d8d6976366 | 00001800-0000-1000-8000-00805f9b34fb | 00001812-0000-1000-8000-00805f9b34fb | 0000fe86-0000-1000-8000-00805f9b34fb | 00003802-0000-1000-8000-00805f9b34fb | 0000180f-0000-1000-8000-00805f9b34fb | 00001801-0000-1000-8000-00805f9b34fb,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28 14:06:14,80:CC:12:23:88:CF,HUAWEI WATCH FIT 3-8CF,"Huawei Device Co., Ltd.",Embedded Firmware (RTOS) Wearable Device (LMP 11),High (CoD Heuristic),Wearable (Smartwatch/Band),0.73 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.13ms | Avg: 3.7ms | Max: 4.05ms,-60,12,255,11,Hidden by Controller Security,"Bestechnic(Shanghai),Ltd (688)","0xbf 0xee 0xcd 0xfe 0xdb 0xfd 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x197f,0xfeff3ffcffff84e8ff3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: GRANTED | Internet Tethering/Network Access: DENIED,"AVCTP"" (0x0017) | L2CAP"" (0x0100) | RFCOMM"" (0x0003)",HID Keyboard | A2DP SRC Service | Handsfree AG | Handsfree Unit | Serial Port | A/V Remote Control Target,N/A,0x280704,N/A,0x10000 | 0x10001 | 0x10002 | 0x10003 | 0x10005 | 0x10006,cc353442-be58-4ea2-876e-11d8d6976366 | 00001801-0000-1000-8000-00805f9b34fb | 0000180f-0000-1000-8000-00805f9b34fb | 00003802-0000-1000-8000-00805f9b34fb | 0000fe86-0000-1000-8000-00805f9b34fb | 00001812-0000-1000-8000-00805f9b34fb | 0000180d-0000-1000-8000-00805f9b34fb | 00001800-0000-1000-8000-00805f9b34fb,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28 14:15:37,80:CC:12:23:88:CF,HUAWEI WATCH FIT 3-8CF,"Huawei Device Co., Ltd.",Embedded Firmware (RTOS) Wearable Device (LMP 11),High (CoD Heuristic),Wearable (Smartwatch/Band),0.89 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 4.54ms | Avg: 4.7ms | Max: 4.79ms,-60,12,255,11,Hidden by Controller Security,"Bestechnic(Shanghai),Ltd (688)","0xbf 0xee 0xcd 0xfe 0xdb 0xfd 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x1984,0xfeff1efcff7f0fa8ff3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: GRANTED | Internet Tethering/Network Access: DENIED,"AVCTP"" (0x0017) | L2CAP"" (0x0100) | RFCOMM"" (0x0003)",HID Keyboard | A2DP SRC Service | Handsfree AG | Handsfree Unit | Serial Port | A/V Remote Control Target,N/A,0x280704,N/A,0x10000 | 0x10001 | 0x10002 | 0x10003 | 0x10005 | 0x10006,00001800-0000-1000-8000-00805f9b34fb | 0000180d-0000-1000-8000-00805f9b34fb | 00003802-0000-1000-8000-00805f9b34fb | 00001812-0000-1000-8000-00805f9b34fb | cc353442-be58-4ea2-876e-11d8d6976366 | 00001801-0000-1000-8000-00805f9b34fb | 0000180f-0000-1000-8000-00805f9b34fb | 0000fe86-0000-1000-8000-00805f9b34fb,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28 14:16:46,AC:80:FB:84:C7:D2,Unknown,"Samsung Electronics Co.,Ltd",Unknown Unknown,Low,Unknown Peripheral,Unknown,Legacy / Just-Works (Unsecured),N/A,Min: 0.76ms | Avg: 2.46ms | Max: 3.68ms,N/A,N/A,N/A,0,Hidden by Baseband (Modalias: bluetooth:v0075pA013d0001),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown (Blocked),Unknown,Unknown,Audio & Microphone Access: DENIED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED | WARNING: SDP Connection Blocked - Permissions Inferred,,,N/A,0x240404,bluetooth:v0075pA013d0001,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28 14:19:29,AC:80:FB:84:C7:D2,Unknown,"Samsung Electronics Co.,Ltd",Embedded Firmware (RTOS) Audio Sink Device (LMP 0),High (CoD Heuristic),Audio Peripheral / Headset,Unknown,Legacy / Just-Works (Unsecured),N/A,Min: 1.03ms | Avg: 2.68ms | Max: 3.67ms,N/A,N/A,N/A,0,Hidden by Baseband (Modalias: bluetooth:v0075pA013d0001),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown (Blocked),Unknown,Unknown,Audio & Microphone Access: DENIED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED | WARNING: SDP Connection Blocked - Permissions Inferred,,,N/A,0x240404,bluetooth:v0075pA013d0001,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28 14:34:39,80:CC:12:23:88:CF,HUAWEI WATCH FIT 3-8CF,"Huawei Device Co., Ltd.",Embedded Firmware (RTOS) Wearable Device (LMP 11),High (CoD Heuristic),Wearable (Smartwatch/Band),1.21 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 4.05ms | Avg: 4.53ms | Max: 4.87ms,-60,12,255,11,Hidden by Controller Security,"Bestechnic(Shanghai),Ltd (688)","0xbf 0xee 0xcd 0xfe 0xdb 0xfd 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x198d,0xfc5f20d8ff1f0000c00f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: GRANTED | Internet Tethering/Network Access: DENIED,"AVCTP"" (0x0017) | RFCOMM"" (0x0003) | L2CAP"" (0x0100)",HID Keyboard | A2DP SRC Service | Handsfree AG | Handsfree Unit | Serial Port | A/V Remote Control Target,N/A,0x280704,N/A,0x10000 | 0x10001 | 0x10002 | 0x10003 | 0x10005 | 0x10006,00003802-0000-1000-8000-00805f9b34fb | 0000180f-0000-1000-8000-00805f9b34fb | 00001800-0000-1000-8000-00805f9b34fb | 00001812-0000-1000-8000-00805f9b34fb | cc353442-be58-4ea2-876e-11d8d6976366 | 00001801-0000-1000-8000-00805f9b34fb | 0000180d-0000-1000-8000-00805f9b34fb | 0000fe86-0000-1000-8000-00805f9b34fb,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28 14:35:06,80:CC:12:23:88:CF,HUAWEI WATCH FIT 3-8CF,"Huawei Device Co., Ltd.",Embedded Firmware (RTOS) Wearable Device (LMP 11),High (CoD Heuristic),Wearable (Smartwatch/Band),1.22 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.35ms | Avg: 4.68ms | Max: 5.94ms,-60,12,255,11,Hidden by Controller Security,"Bestechnic(Shanghai),Ltd (688)","0xbf 0xee 0xcd 0xfe 0xdb 0xfd 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x198d,0xfc1f00d8ff1f0000c00f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: GRANTED | Internet Tethering/Network Access: DENIED,"RFCOMM"" (0x0003) | L2CAP"" (0x0100) | AVCTP"" (0x0017)",HID Keyboard | A2DP SRC Service | Handsfree AG | Handsfree Unit | Serial Port | A/V Remote Control Target,N/A,0x280704,N/A,0x10000 | 0x10001 | 0x10002 | 0x10003 | 0x10005 | 0x10006,00001800-0000-1000-8000-00805f9b34fb | 00001801-0000-1000-8000-00805f9b34fb | 0000180f-0000-1000-8000-00805f9b34fb | cc353442-be58-4ea2-876e-11d8d6976366 | 0000180d-0000-1000-8000-00805f9b34fb | 00003802-0000-1000-8000-00805f9b34fb | 0000fe86-0000-1000-8000-00805f9b34fb | 00001812-0000-1000-8000-00805f9b34fb,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28 15:55:10,80:CC:12:23:88:CF,HUAWEI WATCH FIT 3-8CF,"Huawei Device Co., Ltd.",Embedded Firmware (RTOS) Wearable Device (LMP 11),High (CoD Heuristic),Wearable (Smartwatch/Band),2.55 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.63ms | Avg: 4.9ms | Max: 6.12ms,-60,12,255,11,Hidden by Controller Security,"Bestechnic(Shanghai),Ltd (688)","0xbf 0xee 0xcd 0xfe 0xdb 0xfd 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x19c2,0xfef7fffeffffffbfff3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: GRANTED | Internet Tethering/Network Access: DENIED,"RFCOMM"" (0x0003) | AVCTP"" (0x0017) | L2CAP"" (0x0100)",HID Keyboard | A2DP SRC Service | Handsfree AG | Handsfree Unit | Serial Port | A/V Remote Control Target,N/A,0x280704,N/A,0x10000 | 0x10001 | 0x10002 | 0x10003 | 0x10005 | 0x10006,00001801-0000-1000-8000-00805f9b34fb | 0000fe86-0000-1000-8000-00805f9b34fb | 00003802-0000-1000-8000-00805f9b34fb | 0000180f-0000-1000-8000-00805f9b34fb | 0000180d-0000-1000-8000-00805f9b34fb | cc353442-be58-4ea2-876e-11d8d6976366 | 00001800-0000-1000-8000-00805f9b34fb | 00001812-0000-1000-8000-00805f9b34fb,,"Predicted Embedded Firmware (RTOS) Wearable Device (LMP 11), actual Unknown | states as lmp11 all over again
",false,,,,,,,,,,,,,,,,,,,,
2026-08-03 11:22:55,9C:A9:C5:69:8F:91,İrem (AirPods),"Apple, Inc.",Embedded Firmware (RTOS) Audio Sink Device (LMP 14),High (Name/CoD Heuristic),Audio Peripheral (Apple),2.19 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.15ms | Avg: 3.74ms | Max: 4.11ms,-60,12,255,14,Hidden by Baseband (Modalias: bluetooth:v004Cp201Bd0427),"Apple, Inc. (76)","0xbf 0xfe 0x2d 0xfe 0xdb 0xff 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x0118,0xfc7f0000f8ffffffff0f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED,"L2CAP"" (0x0100) | AVCTP"" (0x0017) | RFCOMM"" (0x0003)",GATT | UARPS | AAP Server | Handsfree | AVRCP Target | AVRCP Controller | Audio Sink,N/A,0x240418,bluetooth:v004Cp201Bd0427,0x4f491200 | 0x4f491801 | 0x4f49f160 | 0x4f492190 | 0x4f49111e | 0x4f49110c | 0x4f49110e | 0x4f49110b,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-05 15:40:59,9C:A9:C5:69:8F:91,İrem (AirPods),"Apple, Inc.",Embedded Firmware (RTOS) Audio Sink Device (LMP 14),High (Name/CoD Heuristic),Audio Peripheral (Apple),18.08 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.54ms | Avg: 4.29ms | Max: 5.66ms,-60,12,255,14,Hidden by Baseband (Modalias: bluetooth:v004Cp201Bd0427),"Apple, Inc. (76)","0xbf 0xfe 0x2d 0xfe 0xdb 0xff 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x5677,0xfeff0d00000000f0ff3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED,"RFCOMM"" (0x0003) | L2CAP"" (0x0100) | AVCTP"" (0x0017)",GATT | UARPS | AAP Server | Handsfree | AVRCP Target | AVRCP Controller | Audio Sink,N/A,0x240418,bluetooth:v004Cp201Bd0427,0x4f491200 | 0x4f491801 | 0x4f49f138 | 0x4f492190 | 0x4f49111e | 0x4f49110c | 0x4f49110e | 0x4f49110b,,,,,bf:fe:2d:fe:db:ff:7b:87,"afh_capable_master, afh_capable_slave, afh_classification_master, afh_classification_slave, alaw_log_synchronous_data, channel_quality_driven_data_rate, cvsd_synchronous_data, encapsulated_pdu, encryption, enhanced_data_rate_acl_2mbps, enhanced_data_rate_acl_3mbps, enhanced_data_rate_esco_2mbps, enhanced_data_rate_esco_3mbps, enhanced_inquiry_scan, enhanced_power_control, erroneous_data_reporting, ev4_packets, ev5_packets, extended_inquiry_response, extended_sco_link_ev3, five_slot_enhanced_data_rate_acl, five_slot_packets, hv2_packets, hv3_packets, inquiry_response_tx_power_level, interlaced_inquiry_scan, interlaced_page_scan, le_supported_controller, link_supervision_timeout_changed_event, non_flushable_packet_boundary_flag, pause_encryption, power_control, power_control_requests, role_switch, rssi_with_inquiry_results, sco_link, secure_simple_pairing, simultaneous_le_bredr, slot_offset, sniff_mode, sniff_subrating, three_slot_enhanced_data_rate_acl, three_slot_enhanced_data_rate_esco, three_slot_packets, timing_accuracy, transparent_synchronous_data, ulaw_log_synchronous_data","Apple, Inc.",201B,,,,,,,,,,,,,,,,
2026-08-17 15:23:20,9C:A9:C5:69:8F:91,İrem (AirPods),"Apple, Inc.",Embedded Firmware (RTOS) Audio Sink Device (LMP 14),High (Name/CoD Heuristic),Audio Peripheral (Apple),4.28 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 4.19ms | Avg: 5.04ms | Max: 6.15ms,-60,12,146,14,Hidden by Baseband (Modalias: bluetooth:v004Cp201Bd0427),"Apple, Inc. (76)","0xbf 0xfe 0x2d 0xfe 0xdb 0xff 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x749a,0xf6ff2ffc070080ffff3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED,"AVCTP"" (0x0017) | RFCOMM"" (0x0003) | L2CAP"" (0x0100)",GATT | UARPS | AAP Server | Handsfree | AVRCP Target | AVRCP Controller | Audio Sink,N/A,0x240418,bluetooth:v004Cp201Bd0427,0x4f491200 | 0x4f491801 | 0x4f49f298 | 0x4f492190 | 0x4f49111e | 0x4f49110c | 0x4f49110e | 0x4f49110b,,,,,bf:fe:2d:fe:db:ff:7b:87,"afh_capable_master, afh_capable_slave, afh_classification_master, afh_classification_slave, alaw_log_synchronous_data, channel_quality_driven_data_rate, cvsd_synchronous_data, encapsulated_pdu, encryption, enhanced_data_rate_acl_2mbps, enhanced_data_rate_acl_3mbps, enhanced_data_rate_esco_2mbps, enhanced_data_rate_esco_3mbps, enhanced_inquiry_scan, enhanced_power_control, erroneous_data_reporting, ev4_packets, ev5_packets, extended_inquiry_response, extended_sco_link_ev3, five_slot_enhanced_data_rate_acl, five_slot_packets, hv2_packets, hv3_packets, inquiry_response_tx_power_level, interlaced_inquiry_scan, interlaced_page_scan, le_supported_controller, link_supervision_timeout_changed_event, non_flushable_packet_boundary_flag, pause_encryption, power_control, power_control_requests, role_switch, rssi_with_inquiry_results, sco_link, secure_simple_pairing, simultaneous_le_bredr, slot_offset, sniff_mode, sniff_subrating, three_slot_enhanced_data_rate_acl, three_slot_enhanced_data_rate_esco, three_slot_packets, timing_accuracy, transparent_synchronous_data, ulaw_log_synchronous_data","Apple, Inc.",201B,,,,,,,,,,,,,,0.9,False,
